boletin,fecha,materia,articulo,sesion,tramite,quorum,resultado,SERGIO AGUIL?,JENNY ALVAREZ,PEDRO PABLO ALVAREZ-SALAMANCA,OSVALDO ANDRADE,CLAUDIO ARRIAGADA,PEPE AUTH,RAM?N BARROS,GERM?N BECKER,JAIME BELLOLIO,BERNARDO BERGER,GABRIEL BORIC,PEDRO BROWNE,CRISTI?N CAMPOS,KAROL CARIOLA,LAUTARO CARMONA,LORETO CARVAJAL,JUAN LUIS CASTRO,GUILLERMO CERONI,FUAD CHAHIN,MARCELO CH?VEZ,DANIELLA CICARDINI,JUAN ANTONIO COLOMA,ALDO CORNEJO,FELIPE DE MUSSY,ROJO EDWARDS,SERGIO ESPEJO,MARCOS ESPINOSA,FIDEL ESPINOZA,DANIEL FARCAS,RAM?N FAR?AS,MAYA FERN?NDEZ,IV?N FLORES,IV?N FUENTES,GONZALO FUENZALIDA,SERGIO GAHONA,REN? MANUEL GARC?A,CRISTINA GIRARDI,JOAQU?N GODOY,RODRIGO GONZ?LEZ,HUGO GUTI?RREZ,ROMILIO GUTI?RREZ,GUSTAVO HASB?N,JAVIER HERN?NDEZ,MARCELA HERNANDO,MAR?A JOS? HOFFMANN,MIGUEL ?NGEL ALVARADO,GIORGIO JACKSON,ENRIQUE JARAMILLO,CARLOS ABEL JARPA,TUCAPEL JIM?NEZ,JOS? ANTONIO KAST,FELIPE KAST,ISSA KORT,JOAQU?N LAV?N,LUIS LEMUS,ROBERTO LE?N,FELIPE LETELIER,PABLO LORENZINI,JAVIER MACAYA,ROSAURO MART?NEZ,PATRICIO MELERO,DANIEL MELO,FERNANDO MEZA,VLADO MIROSEVIC,ANDREA MOLINA,CRISTI?N MONCKEBERG,NICOL?S MONCKEBERG,MANUEL MONSALVE,CELSO MORALES,JUAN ENRIQUE MORANO,CLAUDIA NOGUEIRA,IV?N NORAMBUENA,DANIEL N??EZ,MARCO ANTONIO N??EZ,PAULINA N??EZ,SERGIO OJEDA,JOS? MIGUEL ORTIZ,CLEMIRA PACHECO,DENISE PASCAL,DIEGO PAULSEN,JOS? P?REZ,LEOPOLDO P?REZ,JAIME PILOWSKY,ROBERTO POBLETE,YASNA PROVOSTE,JORGE RATHGEB,RICARDO RINC?N,GASPAR RIVAS,ALBERTO ROBLES,LUIS ROCAFULL,KARLA RUBILAR,JORGE SABAG,MARCELA SABAT,REN? SAFFIRIO,RA?L SALD?VAR,DAVID SANDOVAL,ALEJANDRO SANTANA,MARCELO SCHILLING,ALEJANDRA SEP?LVEDA,GABRIEL SILBER,ERNESTO SILVA,LEONARDO SOTO,ARTURO SQUELLA,JORGE TARUD,GUILLERMO TEILLIER,V?CTOR TORRES,RENZO TRISOTTI,JOAQU?N TUMA,MARISOL TURRES,JORGE ULLOA,CHRISTIAN UR?ZAR,IGNACIO URRUTIA,OSVALDO URRUTIA,CAMILA VALLEJO,PATRICIO VALLESP?N,ENRIQUE VAN RYSSELBERGHE,MARIO VENEGAS,GERM?N VERDUGO,MAT?AS WALKER,FELIPE WARD
9835-13,23 de mar de 2016 15:03 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 408 que pasar?a a ser art?culo 407 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-10,-10,10,10,10,-5,-10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-10,-10,10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,0,0,10,10,0,10,-10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,-5,10,10,0,10,-10,0,10,0,-10,10,10,10,10,-5,10,10,-10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 15:03 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en las letras e) y g) del art?culo 406 que pasar?a a ser art?culo 405 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,0,10,10,-10,10,0,10,10,10,-5,-10,10,-10,-10,-5,-10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,-10,10,-10,10,0,0,10,-10,-10,-10,10,10,10,10,10,10,-10,10,10,-10,10,10,10,10,-10,0,0,-5,10,0,10,-10,10,-5,10,10,10,-10,10,10,10,10,-10,10,10,-10,10,-10,0,10,10,10,10,10,-5,10,10,0,10,-10,0,10,0,-10,10,10,10,10,-10,10,10,-10,10,10,-10,-10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10
9835-13,23 de mar de 2016 15:02 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en la letra d) del art?culo 406 que pasar?a a ser art?culo 405 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,-10,10,10,-10,10,0,10,10,10,-10,-10,-10,-10,-10,-10,-10,10,10,-10,-10,10,10,10,10,10,-5,-10,10,10,-10,10,-10,10,0,0,-10,-10,-10,-10,10,10,10,-5,10,10,-10,10,-5,-10,10,10,10,10,-10,0,0,10,10,0,10,-10,10,-10,10,10,10,10,10,10,10,10,-10,10,10,-10,10,-10,0,10,10,10,10,-10,-5,10,10,0,-5,-10,0,10,0,-10,10,10,10,10,-10,10,10,-10,10,10,-10,-10,10,10,10,10,10,10,10,-10,-10,10,-5,10,10,10
9835-13,23 de mar de 2016 15:01 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 404 que pasar?a a ser art?culo 403 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,LEY ORGANICA CONSTITUCIONAL,APROBADO,-5,10,10,10,-10,10,0,10,10,10,10,-10,10,-5,-5,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,-5,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,-5,-10,10,10,10,10,10,10,10,-5,-10,10,10,10,10,10
9835-13,23 de mar de 2016 15:00 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 378 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-5,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-5,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 15:00 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 377 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,0,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:59 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 376 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:59 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 375 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-5,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:58 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 374 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,-10,10,0,-10,-10,-10,-5,-10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,0,0,10,-10,10,10,-10,-10,-10,10,-10,10,-5,10,10,10,-10,-10,-10,-10,10,0,0,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,10,10,10,-10,10,10,10,0,-10,10,-10,10,10,10,-10,10,0,10,10,0,10,0,-10,10,-10,-10,10,-5,10,-10,10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9835-13,23 de mar de 2016 14:57 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 373 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-5,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-10,-10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,0,0,0,10,0,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,0,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:56 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 372 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,10,10,0,10,10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0,0,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:56 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 371 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-5,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-5,-10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:55 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 365 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-10,10,0,10,10,10,-10,-10,10,-10,-10,10,10,10,10,10,-10,10,10,10,0,10,10,10,10,10,-5,10,-10,10,0,0,-10,-10,-10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,0,0,-5,10,0,10,-10,10,-10,10,10,10,-10,10,10,10,10,-10,10,10,-10,10,-10,0,10,10,10,10,-10,10,10,10,0,10,-10,0,10,0,-10,10,10,10,10,-10,10,10,-10,10,10,-10,-10,10,10,10,10,10,10,10,-10,0,10,10,10,10,10
9835-13,23 de mar de 2016 14:55 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.","supresi?n propuesta por el Senado de los art?culos 362, 363 y 364 contenidos en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?",6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,10,-10,-10,-10,0,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,0,0,-10,-10,-10,-10,10,10,10,-10,10,-10,-10,-10,-10,-10,10,10,10,10,-10,0,0,-10,10,0,10,-10,-10,-10,10,10,10,-10,10,-10,10,10,-10,-10,10,-10,-10,-10,0,10,-10,10,-10,-10,-10,10,-10,0,-10,-10,0,0,0,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,-10,10,-10,10,-10,10
9835-13,23 de mar de 2016 14:54 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 360 que pasar?a a ser art?culo 361 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-10,-10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,0,0,-5,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:53 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 359 que pasar?a a ser art?culo 360 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-10,-10,10,10,10,-10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-10,-10,-10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-5,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,0,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:53 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",nuevo art?culo 358 introducido por el Senado contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-10,10,0,10,10,10,-10,-10,10,-10,-10,10,10,10,10,-5,-10,10,10,10,10,10,10,10,0,10,10,10,-10,10,0,0,-10,-10,-10,-10,10,10,10,-10,10,10,-10,10,0,10,10,10,10,10,-10,0,0,-5,10,0,10,-5,10,-10,10,10,10,10,10,10,10,10,-10,10,10,-10,10,-10,0,10,10,10,10,-10,10,10,10,0,-10,0,0,10,0,-10,10,10,10,10,-10,10,10,10,10,10,-10,-10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:52 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 347 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:52 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 336 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-10,-10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,0,0,-5,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:51 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 334 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,10,10,-10,10,0,10,10,10,-10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,-10,-10,10,10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:51 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 333 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-5,10,10,10,-10,10,0,10,10,10,10,-10,10,-5,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,-10,10,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,10,10,10,10,10,10,-5,-10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:50 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 326 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-5,10,10,10,-10,10,0,10,10,10,-10,-10,10,-5,-5,10,10,10,10,10,-5,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,-10,-10,10,-5,10,10,10,10,10,10,-10,10,10,-10,10,10,10,10,-5,0,0,10,10,0,10,10,10,-10,10,10,10,10,10,10,10,10,-5,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,10,0,10,0,-10,10,10,10,10,-10,10,10,10,10,10,-5,-10,10,10,10,10,10,10,10,-5,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:49 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 323 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,10,10,-10,10,-10,10,0,-10,-10,-10,-5,-10,10,10,10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,10,-10,0,0,-5,-10,10,10,-10,-10,-10,10,-10,10,-5,10,10,10,-10,-10,-10,-10,10,0,0,10,-10,0,-10,10,10,10,-10,-10,-10,10,-10,10,-10,-10,10,10,-10,10,10,10,0,-10,10,-10,10,10,10,-10,10,0,10,10,0,10,0,-10,10,-10,-10,10,10,10,-10,10,-10,10,10,-10,-10,10,-10,-10,10,-10,-10,10,10,-10,10,-10,10,-10
9835-13,23 de mar de 2016 14:49 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 319 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-10,10,0,10,10,10,-10,-10,10,-10,-10,10,10,10,10,10,-5,10,10,10,10,10,10,10,10,10,-10,10,-10,10,0,0,-10,-10,-10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,10,0,0,-5,10,0,10,0,10,-10,10,10,10,10,10,10,10,10,-10,10,10,-10,10,0,0,10,10,10,10,10,10,10,10,0,10,-10,0,10,0,-10,10,10,10,10,-10,10,10,10,10,10,-10,-10,10,10,10,10,10,10,10,-10,-10,10,10,10,10,10
9835-13,23 de mar de 2016 14:48 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 318 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-10,10,0,10,10,10,-10,-10,10,-10,-10,-5,-10,10,10,10,-10,10,10,10,10,10,10,10,10,10,-10,10,10,10,0,0,-10,-10,-10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,10,10,-10,0,0,10,10,0,10,-10,10,-10,10,10,10,0,10,10,10,10,-10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,0,10,-10,0,10,0,-10,10,10,10,10,-5,10,10,-10,10,10,-10,-10,10,10,10,10,-10,10,10,-10,10,10,10,10,10,10
9835-13,23 de mar de 2016 14:47 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culo 317 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,-10,10,-10,-10,-10,0,10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,10,-10,10,10,-10,-10,-10,-10,-10,-10,-10,-10,10,0,0,-10,-10,-10,-10,10,10,10,-10,10,-10,-10,-10,-10,-10,10,10,10,10,-10,0,0,-10,10,0,10,-10,-10,-10,10,10,10,-10,10,-10,10,10,-10,-10,10,-10,-10,-10,0,10,-10,10,-10,-10,0,10,-10,0,-10,-10,0,-10,0,-10,-10,10,10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,10,10,-10,10,10,-10,-10,10,10,10,-10,10
9835-13,23 de mar de 2016 14:46 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 316 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,APROBADO,-10,10,10,10,-10,10,0,10,10,10,-10,-10,-10,-10,-10,-10,10,10,10,-10,10,10,10,10,10,10,-10,10,10,10,10,10,-10,10,0,0,-10,-10,-10,-10,10,10,10,-10,10,10,-10,10,-10,-10,10,10,10,10,-10,0,0,-5,10,0,10,-10,10,-10,10,10,10,10,10,10,10,10,-10,10,10,-10,10,-10,0,10,10,10,10,10,10,10,10,0,-10,-10,0,10,0,-10,10,10,10,10,-10,10,10,-10,10,10,-10,-10,10,10,10,10,-10,10,10,-10,-10,10,10,10,10,10
9835-13,23 de mar de 2016 14:45 hrs.,"Moderniza el sistema de relaciones laborales, introduciendo  modificaciones  al C?digo del Trabajo.",enmiendas introducidas por el Senado en el art?culos 315 contenido en el numeral 28) que pasar?a a ser numeral 38) del art?culo 1?,6,TERCER TR?MITE / PRIMER INFORME,QUORUM SIMPLE,RECHAZADO,-10,10,-10,10,-10,10,0,-10,-10,-10,-10,-10,10,-10,-10,10,10,10,10,10,10,-10,10,-10,-10,10,10,10,10,10,10,10,-10,-10,0,0,-10,-10,10,-10,-10,-10,-10,-10,-10,10,-10,10,0,10,-10,-10,-10,-10,10,0,0,10,-10,0,-10,-10,10,-10,-10,-10,-10,10,-10,10,-10,-10,-10,10,-10,10,10,-10,0,-10,10,-10,10,10,10,-10,10,0,-10,10,0,10,0,-10,10,-10,-10,10,-10,10,-10,10,-10,10,-10,-10,-10,10,-10,-10,10,-10,-10,-10,10,-10,10,-10,10,-10
